date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:10:26	37221/37221	---M-Z	200	added ('OK')	application/x-javascript	etag:%229165-67863bbf-1aa8a005ca042369;gz%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/js/thim-scripts.min.js?ver=5.4.5	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/js/thim-scripts.min5243.js	(from https://royalpalmcollege.com/)
15:10:26	20216/20216	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef8-67863bbf-d75d257d7113d27b;gz%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/js/jquery.magnific-popup.min.js?ver=5.4.5	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/js/jquery.magnific-popup.min5243.js	(from https://royalpalmcollege.com/)
15:10:27	8015/8015	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f4f-67863bbf-12413f4d7286a5de;gz%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/js/jquery.waypoints.min.js?ver=5.4.5	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/js/jquery.waypoints.min5243.js	(from https://royalpalmcollege.com/)
15:10:27	943/943	---M-Z	200	added ('OK')	application/x-javascript	etag:%223af-67863bbf-267b081e3c08dae6;gz%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/js/jquery.countTo.min.js?ver=5.4.5	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/js/jquery.countTo.min5243.js	(from https://royalpalmcollege.com/)
15:10:28	143709/143709	---M-Z	200	added ('OK')	application/x-javascript	etag:%222315d-68af0b4f-351c12eb98fa87de;gz%22	https://royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from https://royalpalmcollege.com/)
15:10:28	4266/4266	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210aa-68af0b5c-92bce0c6051edebb;gz%22	https://royalpalmcollege.com/wp-content/plugins/thim-elementor-kit/build/frontend.js?ver=1.3.3	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/thim-elementor-kit/build/frontend3ba1.js	(from https://royalpalmcollege.com/)
15:10:28	37931/37931	---M-Z	200	added ('OK')	application/x-javascript	etag:%22942b-67852c05-ad7941e09a350874;gz%22	https://royalpalmcollege.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://royalpalmcollege.com/)
15:10:29	8375/8375	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220b7-67852c05-11f97c64a77a4759;gz%22	https://royalpalmcollege.com/wp-includes/js/dist/url.min.js?ver=e87eb76272a3a08402d2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-includes/js/dist/url.min9481.js	(from https://royalpalmcollege.com/)
15:10:29	5535/5535	---M-Z	200	added ('OK')	application/x-javascript	etag:%22159f-67852c05-1c3f4558af167153;gz%22	https://royalpalmcollege.com/wp-includes/js/dist/api-fetch.min.js?ver=d387b816bc1ed2042e28	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-includes/js/dist/api-fetch.min53e9.js	(from https://royalpalmcollege.com/)
15:10:30	1/1	---M-Z	400	error ('Bad%20Request')	text/html	date:Tue,%2002%20Sep%202025%2014:10:29%20GMT	https://royalpalmcollege.com/wp-admin/admin-ajax.php?action=rest-nonce	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-admin/admin-ajaxf809.php	(from https://royalpalmcollege.com/)
15:10:31	32026/32026	---M-Z	200	added ('OK')	application/x-javascript	etag:%227d1a-68af0b5c-8f8fc046106b4de5;gz%22	https://royalpalmcollege.com/wp-content/plugins/thim-elementor-kit/build/widgets.js?ver=77ea711f3a4fb7961467	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/thim-elementor-kit/build/widgets3662.js	(from https://royalpalmcollege.com/)
15:10:32	4598/4598	---M-Z	200	added ('OK')	image/svg+xml	etag:%2211f6-67852c06-30881a282bbd1ab;gz%22	https://royalpalmcollege.com/wp-includes/js/mediaelement/mejs-controls.svg	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-includes/js/mediaelement/mejs-controls.svg	(from https://royalpalmcollege.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
15:10:32	3438/3438	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d6e-67a64c21-7f4977f97b40f2fb;gz%22	https://royalpalmcollege.com/wp-content/plugins/paid-memberships-pro/images/paypal-color.svg	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/paid-memberships-pro/images/paypal-color.svg	(from https://royalpalmcollege.com/wp-content/plugins/paid-memberships-pro/css/frontend/base.css?ver=3.3.3)
15:10:35	103208/103208	---M--	200	added ('OK')	font/woff2	etag:%2219328-68af0b4f-e702a802a97ed133;;;%22	https://royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.43.0	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons4518.woff2	(from https://royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.43.0)
15:10:35	231052/231052	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%223868c-68af0b4f-405058620d15576d;gz%22	https://royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.43.0	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons4518.eot	(from https://royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.43.0)
15:10:37	230892/230892	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22385ec-68af0b4f-55612e44d6f2cd30;gz%22	https://royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.43.0	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons4518.ttf	(from https://royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.43.0)
15:10:37	126860/126860	---M--	200	added ('OK')	application/font-woff	etag:%221ef8c-68af0b4f-f9b6153c7f01a1f2;;;%22	https://royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.43.0	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons4518.woff	(from https://royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.43.0)
15:10:37	352980/352980	---M-Z	200	added ('OK')	image/svg+xml	etag:%22562d4-68af0b4f-a6159eb8972882ac;gz%22	https://royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.43.0	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons4518.svg	(from https://royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.43.0)
15:10:39	27888/27888	---M--	200	added ('OK')	font/woff2	etag:%226cf0-68af0b56-6232c289ed977a49;;;%22	https://royalpalmcollege.com/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/lp-icon/lp-icon.woff2?v=128	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/lp-icon/lp-iconce2b.woff2	(from https://royalpalmcollege.com/wp-content/plugins/learnpress/assets/css/widgets.min.css?ver=4.2.9)
15:10:39	78460/78460	---M--	200	added ('OK')	font/woff2	etag:%221327c-67863bbf-ed2900ae50201295;;;%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-brands-400.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-brands-400.woff2	(from https://royalpalmcollege.com/wp-content/themes/eduma/assets/css/all.min.css?ver=5.4.5)
15:10:40	136516/136516	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2221544-67863bbf-2f363af34a3c2fb5;gz%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-brands-400.ttf	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-brands-400.ttf	(from https://royalpalmcollege.com/wp-content/themes/eduma/assets/css/all.min.css?ver=5.4.5)
15:10:40	92136/92136	---M--	200	added ('OK')	application/font-woff	etag:%22167e8-67863bbf-74ead3f8a21d6b23;;;%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-brands-400.woff	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-brands-400.woff	(from https://royalpalmcollege.com/wp-content/themes/eduma/assets/css/all.min.css?ver=5.4.5)
15:10:40	13548/13548	---M--	200	added ('OK')	font/woff2	etag:%2234ec-67863bbf-86d9b993124bbc52;;;%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-regular-400.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-regular-400.woff2	(from https://royalpalmcollege.com/wp-content/themes/eduma/assets/css/all.min.css?ver=5.4.5)
15:10:41	16772/16772	---M--	200	added ('OK')	application/font-woff	etag:%224184-67863bbf-b69843ffa63f1b40;;;%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-regular-400.woff	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-regular-400.woff	(from https://royalpalmcollege.com/wp-content/themes/eduma/assets/css/all.min.css?ver=5.4.5)
15:10:41	34052/34052	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228504-67863bbf-f63ac977bd82bc99;gz%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-regular-400.ttf	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-regular-400.ttf	(from https://royalpalmcollege.com/wp-content/themes/eduma/assets/css/all.min.css?ver=5.4.5)
15:10:41	80300/80300	---M--	200	added ('OK')	font/woff2	etag:%22139ac-67863bbf-eb1c78d3ddc1b879;;;%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-solid-900.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-solid-900.woff2	(from https://royalpalmcollege.com/wp-content/themes/eduma/assets/css/all.min.css?ver=5.4.5)
15:10:42	204528/204528	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2231ef0-67863bbf-58d8ea74815d3931;gz%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-solid-900.ttf	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-solid-900.ttf	(from https://royalpalmcollege.com/wp-content/themes/eduma/assets/css/all.min.css?ver=5.4.5)
15:10:42	104280/104280	---M--	200	added ('OK')	application/font-woff	etag:%2219758-67863bbf-5ee392110c4e9e8e;;;%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-solid-900.woff	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/fonts/awesome-5x/fa-solid-900.woff	(from https://royalpalmcollege.com/wp-content/themes/eduma/assets/css/all.min.css?ver=5.4.5)
15:10:43	52438/52438	---M--	200	added ('OK')	image/jpeg	etag:%22ccd6-67863bbe-a66f65962be18b22;;;%22	https://royalpalmcollege.com/wp-content/themes/eduma/images/bg_pattem.jpg	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/images/bg_pattem.jpg	(from https://royalpalmcollege.com/wp-content/themes/eduma/style.css?ver=5.4.5)
15:10:43	11826/11826	---M--	200	added ('OK')	image/png	etag:%222e32-67863bbe-c5face4dcd49af5c;;;%22	https://royalpalmcollege.com/wp-content/themes/eduma/images/bg_slider_edtech.png	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/images/bg_slider_edtech.png	(from https://royalpalmcollege.com/wp-content/themes/eduma/style.css?ver=5.4.5)
15:10:43	2624/2624	---M--	200	added ('OK')	image/png	etag:%22a40-67863bbe-432e88377a3ef250;;;%22	https://royalpalmcollege.com/wp-content/themes/eduma/images/mb-basic.png	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/images/mb-basic.png	(from https://royalpalmcollege.com/wp-content/themes/eduma/style.css?ver=5.4.5)
15:10:45	3071/3071	---M--	200	added ('OK')	image/png	etag:%22bff-67863bbe-9490b92da1d81834;;;%22	https://royalpalmcollege.com/wp-content/themes/eduma/images/mb-medium.png	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/images/mb-medium.png	(from https://royalpalmcollege.com/wp-content/themes/eduma/style.css?ver=5.4.5)
15:10:45	217812/217812	---M--	200	added ('OK')	font/woff2	etag:%22352d4-68af0b5c-ac57be5909049c8f;;;%22	https://royalpalmcollege.com/wp-content/plugins/thim-elementor-kit/build/libraries/thim-ekits/fonts/thim-ekits.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/thim-elementor-kit/build/libraries/thim-ekits/fonts/thim-ekits.woff2	(from https://royalpalmcollege.com/wp-content/plugins/thim-elementor-kit/build/libraries/thim-ekits/css/thim-ekits-icons.min.css?ver=1.3.3)
15:10:45	3157/3157	---M--	200	added ('OK')	image/png	etag:%22c55-67863bbe-48a2a64c7c01eed7;;;%22	https://royalpalmcollege.com/wp-content/themes/eduma/images/mb-advance.png	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/images/mb-advance.png	(from https://royalpalmcollege.com/wp-content/themes/eduma/style.css?ver=5.4.5)
15:10:45	3899/3899	---M--	200	added ('OK')	image/png	etag:%22f3b-67863bbe-1804b0ecb3ede4e0;;;%22	https://royalpalmcollege.com/wp-content/themes/eduma/images/pricing-featured.png	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/images/pricing-featured.png	(from https://royalpalmcollege.com/wp-content/themes/eduma/style.css?ver=5.4.5)
15:10:46	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:46%20GMT	https://royalpalmcollege.com/wp-content/themes/eduma/images/newletter-bg.png	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/images/newletter-bg.png	(from https://royalpalmcollege.com/wp-content/themes/eduma/style.css?ver=5.4.5)
15:10:46	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:46%20GMT	https://royalpalmcollege.com/wp-content/themes/eduma/images/bg_song2.png	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/images/bg_song2.png	(from https://royalpalmcollege.com/wp-content/themes/eduma/style.css?ver=5.4.5)
15:10:46	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:46%20GMT	https://royalpalmcollege.com/wp-content/themes/eduma/images/icon-title-active.svg	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/images/icon-title-active.svg	(from https://royalpalmcollege.com/wp-content/themes/eduma/style.css?ver=5.4.5)
15:10:47	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:47%20GMT	https://royalpalmcollege.com/wp-content/themes/eduma/images/bg_icon.png	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/images/bg_icon.png	(from https://royalpalmcollege.com/wp-content/themes/eduma/style.css?ver=5.4.5)
15:10:47	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:47%20GMT	https://royalpalmcollege.com/wp-content/themes/eduma/images/imac-bg.png	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/images/imac-bg.png	(from https://royalpalmcollege.com/wp-content/themes/eduma/style.css?ver=5.4.5)
15:10:48	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:47%20GMT	https://royalpalmcollege.com/wp-content/themes/eduma/images/quote-bg.png	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/images/quote-bg.png	(from https://royalpalmcollege.com/wp-content/themes/eduma/style.css?ver=5.4.5)
15:10:48	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:48%20GMT	https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufa5qw54a.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufa5qw54a.woff2	(from https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742219954)
15:10:48	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:48%20GMT	https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufj5qw54a.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufj5qw54a.woff2	(from https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742219954)
15:10:49	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:49%20GMT	https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufb5qw54a.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufb5qw54a.woff2	(from https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742219954)
15:10:49	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:49%20GMT	https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufo5qw54a.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufo5qw54a.woff2	(from https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742219954)
15:10:49	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:49%20GMT	https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufc5qw54a.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufc5qw54a.woff2	(from https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742219954)
15:10:50	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:49%20GMT	https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufd5qw54a.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufd5qw54a.woff2	(from https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742219954)
15:10:50	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:50%20GMT	https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufn5qu.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufn5qu.woff2	(from https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742219954)
15:10:51	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:50%20GMT	https://royalpalmcollege.com/e	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/e	(from https://royalpalmcollege.com/wp-content/plugins/learnpress/assets/js/dist/loadAJAX.min.js?ver=4.2.9)
15:10:51	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:51%20GMT	https://royalpalmcollege.com/wp-json/wp/v2/pages/2901	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-json/wp/v2/pages/2901	(from https://royalpalmcollege.com/about-us/)
15:10:52	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:51%20GMT	https://royalpalmcollege.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Froyalpalmcollege.com%2Fabout-us%2F	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-json/oembed/1.0/embed2d0d	(from https://royalpalmcollege.com/about-us/)
15:10:52	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:52%20GMT	https://royalpalmcollege.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Froyalpalmcollege.com%2Fabout-us%2F&format=xml	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-json/oembed/1.0/embed384e	(from https://royalpalmcollege.com/about-us/)
15:10:54	301370/301370	---MCZ	200	added ('OK')	text/html	etag:%225275-1756742153;gz%22	https://royalpalmcollege.com/about-the-college/	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/about-the-college/index.html	(from https://royalpalmcollege.com/about-us/)
15:10:54	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:10:53%20GMT	https://royalpalmcollege.com/?p=2901	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/index0d26.html	(from https://royalpalmcollege.com/about-us/)
15:10:55	36826/36826	---M--	200	added ('OK')	image/jpeg	etag:%22600b389094141661%22	https://i0.wp.com/royalpalmcollege.com/wp-content/uploads/2022/10/IMG-20201105-WA0025.jpg?resize=640%2C426&ssl=1	C:/Users/tajud/Desktop/Royal%20CLone/i0.wp.com/royalpalmcollege.com/wp-content/uploads/2022/10/IMG-20201105-WA0025171a.jpg	(from https://royalpalmcollege.com/about-us/)
15:10:58	33999/33999	---M--	200	added ('OK')	image/jpeg	etag:%22900464b5979a65f9%22	https://i0.wp.com/royalpalmcollege.com/wp-content/uploads/2022/10/IMG-20201105-WA0017.jpg?resize=640%2C430&ssl=1	C:/Users/tajud/Desktop/Royal%20CLone/i0.wp.com/royalpalmcollege.com/wp-content/uploads/2022/10/IMG-20201105-WA001781e6.jpg	(from https://royalpalmcollege.com/about-us/)
15:11:01	30650/30650	---M--	200	added ('OK')	image/jpeg	etag:%2285e81ff1f4429f0b%22	https://i0.wp.com/royalpalmcollege.com/wp-content/uploads/2022/10/IMG-20201105-WA0042.jpg?resize=640%2C437&ssl=1	C:/Users/tajud/Desktop/Royal%20CLone/i0.wp.com/royalpalmcollege.com/wp-content/uploads/2022/10/IMG-20201105-WA00423a73.jpg	(from https://royalpalmcollege.com/about-us/)
15:11:01	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:11:01%20GMT	https://royalpalmcollege.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.31.3	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.ab94b7.delayed	(from https://royalpalmcollege.com/elementor-10934/)
15:11:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:11:02%20GMT	https://royalpalmcollege.com/wp-json/wp/v2/pages/10934	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-json/wp/v2/pages/10934	(from https://royalpalmcollege.com/elementor-10934/)
15:11:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:11:02%20GMT	https://royalpalmcollege.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Froyalpalmcollege.com%2Felementor-10934%2F	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-json/oembed/1.0/embedbab3	(from https://royalpalmcollege.com/elementor-10934/)
15:11:04	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:11:03%20GMT	https://royalpalmcollege.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Froyalpalmcollege.com%2Felementor-10934%2F&format=xml	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-json/oembed/1.0/embed3dee	(from https://royalpalmcollege.com/elementor-10934/)
15:11:04	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2002%20Sep%202025%2014:11:04%20GMT	https://royalpalmcollege.com/?p=10934	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/index7d1f.html	(from https://royalpalmcollege.com/elementor-10934/)
15:11:04	15552/15552	---M--	200	added ('OK')	image/jpeg	etag:%22b42a87a2313bcda2%22	https://i0.wp.com/royalpalmcollege.com/wp-content/uploads/2022/10/PROPRIETOR.jpg?resize=201%2C300&ssl=1	C:/Users/tajud/Desktop/Royal%20CLone/i0.wp.com/royalpalmcollege.com/wp-content/uploads/2022/10/PROPRIETOR9ac6.jpg	(from https://royalpalmcollege.com/elementor-10934/)
